32,0.44140625,-0.03125,-0.59375,0.46875,0.03125,0.5,0.5,32.5,40.5
33,0.44140625,-0.03125,-0.59375,0.46875,0.03125,198.5,328.5,230.5,368.5
34,0.44140625,-0.03125,-0.59375,0.46875,0.03125,165.5,328.5,197.5,368.5
35,0.44140625,-0.03125,-0.59375,0.46875,0.03125,132.5,328.5,164.5,368.5
36,0.44140625,-0.03125,-0.59375,0.46875,0.03125,99.5,328.5,131.5,368.5
37,0.44140625,-0.03125,-0.59375,0.46875,0.03125,66.5,328.5,98.5,368.5
38,0.44140625,-0.03125,-0.59375,0.46875,0.03125,33.5,328.5,65.5,368.5
39,0.44140625,-0.03125,-0.59375,0.46875,0.03125,0.5,328.5,32.5,368.5
40,0.44140625,-0.03125,-0.59375,0.46875,0.03125,330.5,287.5,362.5,327.5
41,0.44140625,-0.03125,-0.59375,0.46875,0.03125,297.5,287.5,329.5,327.5
42,0.44140625,-0.03125,-0.59375,0.46875,0.03125,264.5,287.5,296.5,327.5
43,0.44140625,-0.03125,-0.59375,0.46875,0.03125,231.5,287.5,263.5,327.5
44,0.44140625,-0.03125,-0.59375,0.46875,0.03125,198.5,287.5,230.5,327.5
45,0.44140625,-0.03125,-0.59375,0.46875,0.03125,165.5,287.5,197.5,327.5
46,0.44140625,-0.03125,-0.59375,0.46875,0.03125,132.5,287.5,164.5,327.5
47,0.44140625,-0.03125,-0.59375,0.46875,0.03125,99.5,287.5,131.5,327.5
48,0.44140625,-0.03125,-0.59375,0.46875,0.03125,66.5,287.5,98.5,327.5
49,0.44140625,-0.03125,-0.59375,0.46875,0.03125,33.5,287.5,65.5,327.5
50,0.44140625,-0.03125,-0.59375,0.46875,0.03125,0.5,287.5,32.5,327.5
51,0.44140625,-0.03125,-0.59375,0.46875,0.03125,330.5,246.5,362.5,286.5
52,0.44140625,-0.03125,-0.59375,0.46875,0.03125,297.5,246.5,329.5,286.5
53,0.44140625,-0.03125,-0.59375,0.46875,0.03125,264.5,246.5,296.5,286.5
54,0.44140625,-0.03125,-0.59375,0.46875,0.03125,231.5,246.5,263.5,286.5
55,0.44140625,-0.03125,-0.59375,0.46875,0.03125,198.5,246.5,230.5,286.5
56,0.44140625,-0.03125,-0.59375,0.46875,0.03125,165.5,246.5,197.5,286.5
57,0.44140625,-0.03125,-0.59375,0.46875,0.03125,132.5,246.5,164.5,286.5
58,0.44140625,-0.03125,-0.59375,0.46875,0.03125,99.5,246.5,131.5,286.5
59,0.44140625,-0.03125,-0.59375,0.46875,0.03125,66.5,246.5,98.5,286.5
60,0.44140625,-0.03125,-0.59375,0.46875,0.03125,33.5,246.5,65.5,286.5
61,0.44140625,-0.03125,-0.59375,0.46875,0.03125,0.5,246.5,32.5,286.5
62,0.44140625,-0.03125,-0.59375,0.46875,0.03125,330.5,205.5,362.5,245.5
63,0.44140625,-0.03125,-0.59375,0.46875,0.03125,297.5,205.5,329.5,245.5
64,0.44140625,-0.03125,-0.59375,0.46875,0.03125,264.5,205.5,296.5,245.5
65,0.44140625,-0.03125,-0.59375,0.46875,0.03125,231.5,205.5,263.5,245.5
66,0.44140625,-0.03125,-0.59375,0.46875,0.03125,198.5,205.5,230.5,245.5
67,0.44140625,-0.03125,-0.59375,0.46875,0.03125,165.5,205.5,197.5,245.5
68,0.44140625,-0.03125,-0.59375,0.46875,0.03125,132.5,205.5,164.5,245.5
69,0.44140625,-0.03125,-0.59375,0.46875,0.03125,99.5,205.5,131.5,245.5
70,0.44140625,-0.03125,-0.59375,0.46875,0.03125,66.5,205.5,98.5,245.5
71,0.44140625,-0.03125,-0.59375,0.46875,0.03125,33.5,205.5,65.5,245.5
72,0.44140625,-0.03125,-0.59375,0.46875,0.03125,0.5,205.5,32.5,245.5
73,0.44140625,-0.03125,-0.59375,0.46875,0.03125,330.5,164.5,362.5,204.5
74,0.44140625,-0.03125,-0.59375,0.46875,0.03125,297.5,164.5,329.5,204.5
75,0.44140625,-0.03125,-0.59375,0.46875,0.03125,264.5,164.5,296.5,204.5
76,0.44140625,-0.03125,-0.59375,0.46875,0.03125,231.5,164.5,263.5,204.5
77,0.44140625,-0.03125,-0.59375,0.46875,0.03125,198.5,164.5,230.5,204.5
78,0.44140625,-0.03125,-0.59375,0.46875,0.03125,165.5,164.5,197.5,204.5
79,0.44140625,-0.03125,-0.59375,0.46875,0.03125,132.5,164.5,164.5,204.5
80,0.44140625,-0.03125,-0.59375,0.46875,0.03125,99.5,164.5,131.5,204.5
81,0.44140625,-0.03125,-0.59375,0.46875,0.03125,66.5,164.5,98.5,204.5
82,0.44140625,-0.03125,-0.59375,0.46875,0.03125,33.5,164.5,65.5,204.5
83,0.44140625,-0.03125,-0.59375,0.46875,0.03125,0.5,164.5,32.5,204.5
84,0.44140625,-0.03125,-0.59375,0.46875,0.03125,330.5,123.5,362.5,163.5
85,0.44140625,-0.03125,-0.59375,0.46875,0.03125,297.5,123.5,329.5,163.5
86,0.44140625,-0.03125,-0.59375,0.46875,0.03125,264.5,123.5,296.5,163.5
87,0.44140625,-0.03125,-0.59375,0.46875,0.03125,231.5,123.5,263.5,163.5
88,0.44140625,-0.03125,-0.59375,0.46875,0.03125,198.5,123.5,230.5,163.5
89,0.44140625,-0.03125,-0.59375,0.46875,0.03125,165.5,123.5,197.5,163.5
90,0.44140625,-0.03125,-0.59375,0.46875,0.03125,132.5,123.5,164.5,163.5
91,0.44140625,-0.03125,-0.59375,0.46875,0.03125,99.5,123.5,131.5,163.5
92,0.44140625,-0.03125,-0.59375,0.46875,0.03125,66.5,123.5,98.5,163.5
93,0.44140625,-0.03125,-0.59375,0.46875,0.03125,33.5,123.5,65.5,163.5
94,0.44140625,-0.03125,-0.59375,0.46875,0.03125,0.5,123.5,32.5,163.5
95,0.44140625,-0.03125,-0.59375,0.46875,0.03125,330.5,82.5,362.5,122.5
96,0.44140625,-0.03125,-0.59375,0.46875,0.03125,297.5,82.5,329.5,122.5
97,0.44140625,-0.03125,-0.59375,0.46875,0.03125,264.5,82.5,296.5,122.5
98,0.44140625,-0.03125,-0.59375,0.46875,0.03125,231.5,82.5,263.5,122.5
99,0.44140625,-0.03125,-0.59375,0.46875,0.03125,198.5,82.5,230.5,122.5
100,0.44140625,-0.03125,-0.59375,0.46875,0.03125,165.5,82.5,197.5,122.5
101,0.44140625,-0.03125,-0.59375,0.46875,0.03125,132.5,82.5,164.5,122.5
102,0.44140625,-0.03125,-0.59375,0.46875,0.03125,99.5,82.5,131.5,122.5
103,0.44140625,-0.03125,-0.59375,0.46875,0.03125,66.5,82.5,98.5,122.5
104,0.44140625,-0.03125,-0.59375,0.46875,0.03125,33.5,82.5,65.5,122.5
105,0.44140625,-0.03125,-0.59375,0.46875,0.03125,0.5,82.5,32.5,122.5
106,0.44140625,-0.03125,-0.59375,0.46875,0.03125,330.5,41.5,362.5,81.5
107,0.44140625,-0.03125,-0.59375,0.46875,0.03125,297.5,41.5,329.5,81.5
108,0.44140625,-0.03125,-0.59375,0.46875,0.03125,264.5,41.5,296.5,81.5
109,0.44140625,-0.03125,-0.59375,0.46875,0.03125,231.5,41.5,263.5,81.5
110,0.44140625,-0.03125,-0.59375,0.46875,0.03125,198.5,41.5,230.5,81.5
111,0.44140625,-0.03125,-0.59375,0.46875,0.03125,165.5,41.5,197.5,81.5
